Radius(AU)       0.1050
ZetaH2[s^-1]   9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3452e-19  9.3451e-19  9.3450e-19  9.3449e-19  9.3447e-19  9.3443e-19  9.3437e-19  9.3426e-19  9.3409e-19  9.3381e-19  9.3336e-19  9.3265e-19  9.3152e-19  9.2978e-19  9.2711e-19  9.2312e-19  9.1724e-19  9.0882e-19  8.9704e-19  8.8102e-19  8.5988e-19  8.3278e-19  7.9888e-19  7.5719e-19  7.0543e-19  6.0147e-19  4.5215e-19  3.6907e-19  3.0079e-19  2.5406e-19  2.2222e-19  1.9763e-19  1.8049e-19  1.6958e-19  1.6205e-19 
Radius(AU)      48.9523
z(AU)          0.0000e+00  1.3361e-05  1.7853e-05  2.3854e-05  3.1873e-05  4.2587e-05  5.6902e-05  7.6030e-05  1.0159e-04  1.3574e-04  1.8136e-04  2.4233e-04  3.2379e-04  4.3263e-04  5.7806e-04  7.7237e-04  1.0320e-03  1.3789e-03  1.8424e-03  2.4618e-03  3.2893e-03  4.3950e-03  5.8723e-03  7.8463e-03  1.0484e-02  1.4008e-02  1.8717e-02  2.5008e-02  3.3415e-02  4.4647e-02  5.9655e-02  7.9708e-02  1.0650e-01  1.4230e-01  1.9014e-01  2.5405e-01  3.3945e-01  4.5356e-01  6.0602e-01  8.0974e-01  1.0819e+00  1.4456e+00  1.9316e+00  2.5809e+00  3.4484e+00  4.6076e+00  6.1564e+00  8.2259e+00  1.0991e+01  1.4686e+01 
ZetaH2[s^-1]   8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5702e-19  8.5701e-19  8.5701e-19  8.5700e-19  8.5698e-19  8.5694e-19  8.5689e-19  8.5680e-19  8.5665e-19  8.5640e-19  8.5600e-19  8.5535e-19  8.5431e-19  8.5268e-19  8.5015e-19  8.4631e-19  8.4058e-19  8.3224e-19  8.2042e-19  8.0416e-19  7.8248e-19  7.5447e-19  7.1913e-19  6.7440e-19  5.9881e-19  4.4926e-19  3.6234e-19  2.9028e-19  2.4448e-19  2.1547e-19  1.9323e-19  1.7700e-19  1.6605e-19  1.5755e-19 
Radius(AU)      54.7715
z(AU)          0.0000e+00  1.3392e-05  1.7935e-05  2.4019e-05  3.2166e-05  4.3078e-05  5.7690e-05  7.7260e-05  1.0347e-04  1.3857e-04  1.8557e-04  2.4852e-04  3.3282e-04  4.4571e-04  5.9691e-04  7.9939e-04  1.0706e-03  1.4337e-03  1.9200e-03  2.5713e-03  3.4436e-03  4.6117e-03  6.1761e-03  8.2711e-03  1.1077e-02  1.4834e-02  1.9866e-02  2.6605e-02  3.5630e-02  4.7716e-02  6.3902e-02  8.5579e-02  1.1461e-01  1.5349e-01  2.0555e-01  2.7528e-01  3.6865e-01  4.9371e-01  6.6118e-01  8.8546e-01  1.1858e+00  1.5881e+00  2.1268e+00  2.8482e+00  3.8144e+00  5.1083e+00  6.8411e+00  9.1617e+00  1.2269e+01  1.6431e+01 
ZetaH2[s^-1]   8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1910e-19  8.1909e-19  8.1909e-19  8.1908e-19  8.1907e-19  8.1905e-19  8.1901e-19  8.1894e-19  8.1884e-19  8.1865e-19  8.1836e-19  8.1787e-19  8.1708e-19  8.1582e-19  8.1384e-19  8.1078e-19  8.0614e-19  7.9925e-19  7.8928e-19  7.7526e-19  7.5615e-19  7.3093e-19  6.9850e-19  6.5679e-19  5.9046e-19  4.4705e-19  3.5728e-19  2.8273e-19  2.3681e-19  2.0917e-19  1.8839e-19  1.7289e-19  1.6208e-19  1.5322e-19 
Radius(AU)      61.2825
z(AU)          0.0000e+00  1.3423e-05  1.8017e-05  2.4185e-05  3.2463e-05  4.3574e-05  5.8489e-05  7.8510e-05  1.0538e-04  1.4145e-04  1.8987e-04  2.5486e-04  3.4210e-04  4.5920e-04  6.1638e-04  8.2735e-04  1.1105e-03  1.4907e-03  2.0009e-03  2.6858e-03  3.6051e-03  4.8391e-03  6.4955e-03  8.7189e-03  1.1703e-02  1.5709e-02  2.1086e-02  2.8304e-02  3.7992e-02  5.0996e-02  6.8451e-02  9.1882e-02  1.2333e-01  1.6555e-01  2.2221e-01  2.9827e-01  4.0037e-01  5.3741e-01  7.2136e-01  9.6827e-01  1.2997e+00  1.7446e+00  2.3417e+00  3.1433e+00  4.2192e+00  5.6634e+00  7.6019e+00  1.0204e+01  1.3697e+01  1.8385e+01 
ZetaH2[s^-1]   7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8180e-19  7.8179e-19  7.8179e-19  7.8179e-19  7.8179e-19  7.8178e-19  7.8178e-19  7.8176e-19  7.8173e-19  7.8169e-19  7.8161e-19  7.8148e-19  7.8126e-19  7.8090e-19  7.8030e-19  7.7934e-19  7.7781e-19  7.7541e-19  7.7170e-19  7.6610e-19  7.5781e-19  7.4590e-19  7.2929e-19  7.0682e-19  6.7725e-19  6.3844e-19  5.7843e-19  4.4481e-19  3.5204e-19  2.7449e-19  2.2771e-19  2.0120e-19  1.8196e-19  1.6737e-19  1.5682e-19  1.4768e-19 
Radius(AU)      68.5675
z(AU)          0.0000e+00  1.3454e-05  1.8100e-05  2.4351e-05  3.2762e-05  4.4077e-05  5.9299e-05  7.9780e-05  1.0733e-04  1.4440e-04  1.9427e-04  2.6137e-04  3.5164e-04  4.7309e-04  6.3648e-04  8.5630e-04  1.1520e-03  1.5499e-03  2.0852e-03  2.8054e-03  3.7743e-03  5.0778e-03  6.8315e-03  9.1909e-03  1.2365e-02  1.6636e-02  2.2381e-02  3.0111e-02  4.0510e-02  5.4501e-02  7.3324e-02  9.8648e-02  1.3272e-01  1.7856e-01  2.4022e-01  3.2319e-01  4.3481e-01  5.8498e-01  7.8701e-01  1.0588e+00  1.4245e+00  1.9165e+00  2.5784e+00  3.4689e+00  4.6669e+00  6.2787e+00  8.4472e+00  1.1365e+01  1.5290e+01  2.0570e+01 
ZetaH2[s^-1]   7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4568e-19  7.4567e-19  7.4566e-19  7.4564e-19  7.4561e-19  7.4555e-19  7.4546e-19  7.4530e-19  7.4503e-19  7.4459e-19  7.4387e-19  7.4269e-19  7.4083e-19  7.3790e-19  7.3338e-19  7.2658e-19  7.1659e-19  7.0230e-19  6.8249e-19  6.5572e-19  6.1972e-19  5.6474e-19  4.4230e-19  3.4695e-19  2.6622e-19  2.1762e-19  1.9181e-19  1.7413e-19  1.6056e-19  1.5036e-19  1.4106e-19 
Radius(AU)      76.7185
z(AU)          0.0000e+00  1.3485e-05  1.8183e-05  2.4519e-05  3.3063e-05  4.4585e-05  6.0121e-05  8.1070e-05  1.0932e-04  1.4741e-04  1.9878e-04  2.6805e-04  3.6145e-04  4.8740e-04  6.5723e-04  8.8625e-04  1.1951e-03  1.6115e-03  2.1730e-03  2.9303e-03  3.9513e-03  5.3282e-03  7.1849e-03  9.6885e-03  1.3064e-02  1.7617e-02  2.3756e-02  3.2033e-02  4.3196e-02  5.8248e-02  7.8544e-02  1.0591e-01  1.4282e-01  1.9259e-01  2.5970e-01  3.5019e-01  4.7221e-01  6.3676e-01  8.5864e-01  1.1578e+00  1.5613e+00  2.1053e+00  2.8390e+00  3.8282e+00  5.1622e+00  6.9610e+00  9.3866e+00  1.2657e+01  1.7068e+01  2.3016e+01 
ZetaH2[s^-1]   7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0967e-19  7.0966e-19  7.0966e-19  7.0965e-19  7.0964e-19  7.0962e-19  7.0958e-19  7.0951e-19  7.0940e-19  7.0920e-19  7.0888e-19  7.0834e-19  7.0745e-19  7.0602e-19  7.0374e-19  7.0016e-19  6.9467e-19  6.8641e-19  6.7431e-19  6.5708e-19  6.3315e-19  6.0006e-19  5.4966e-19  4.3923e-19  3.4242e-19  2.5851e-19  2.0694e-19  1.8115e-19  1.6497e-19  1.5252e-19  1.4278e-19  1.3342e-19 
Radius(AU)      83.4615
z(AU)          0.0000e+00  1.3508e-05  1.8246e-05  2.4646e-05  3.3292e-05  4.4970e-05  6.0744e-05  8.2052e-05  1.1083e-04  1.4971e-04  2.0223e-04  2.7316e-04  3.6898e-04  4.9841e-04  6.7325e-04  9.0941e-04  1.2284e-03  1.6593e-03  2.2413e-03  3.0276e-03  4.0896e-03  5.5241e-03  7.4618e-03  1.0079e-02  1.3615e-02  1.8391e-02  2.4842e-02  3.3555e-02  4.5326e-02  6.1225e-02  8.2702e-02  1.1171e-01  1.5090e-01  2.0383e-01  2.7533e-01  3.7191e-01  5.0236e-01  6.7858e-01  9.1661e-01  1.2381e+00  1.6724e+00  2.2591e+00  3.0516e+00  4.1220e+00  5.5679e+00  7.5209e+00  1.0159e+01  1.3723e+01  1.8536e+01  2.5038e+01 
ZetaH2[s^-1]   6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8328e-19  6.8327e-19  6.8327e-19  6.8326e-19  6.8324e-19  6.8321e-19  6.8316e-19  6.8307e-19  6.8292e-19  6.8266e-19  6.8223e-19  6.8152e-19  6.8035e-19  6.7846e-19  6.7547e-19  6.7080e-19  6.6368e-19  6.5307e-19  6.3765e-19  6.1575e-19  5.8486e-19  5.3769e-19  4.3640e-19  3.3956e-19  2.5353e-19  1.9900e-19  1.7263e-19  1.5739e-19  1.4580e-19  1.3645e-19  1.2714e-19 
Radius(AU)      93.3831
z(AU)          0.0000e+00  1.3539e-05  1.8330e-05  2.4816e-05  3.3598e-05  4.5488e-05  6.1585e-05  8.3379e-05  1.1288e-04  1.5283e-04  2.0692e-04  2.8014e-04  3.7927e-04  5.1349e-04  6.9520e-04  9.4122e-04  1.2743e-03  1.7252e-03  2.3358e-03  3.1623e-03  4.2814e-03  5.7965e-03  7.8478e-03  1.0625e-02  1.4385e-02  1.9475e-02  2.6367e-02  3.5698e-02  4.8331e-02  6.5434e-02  8.8589e-02  1.1994e-01  1.6238e-01  2.1985e-01  2.9765e-01  4.0298e-01  5.4558e-01  7.3865e-01  1.0000e+00  1.3539e+00  1.8331e+00  2.4817e+00  3.3600e+00  4.5490e+00  6.1588e+00  8.3382e+00  1.1289e+01  1.5284e+01  2.0692e+01  2.8015e+01 
ZetaH2[s^-1]   6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4814e-19  6.4813e-19  6.4812e-19  6.4810e-19  6.4806e-19  6.4800e-19  6.4789e-19  6.4770e-19  6.4739e-19  6.4685e-19  6.4597e-19  6.4453e-19  6.4220e-19  6.3850e-19  6.3273e-19  6.2393e-19  6.1081e-19  5.9164e-19  5.6383e-19  5.2099e-19  4.3175e-19  3.3656e-19  2.4852e-19  1.8923e-19  1.6098e-19  1.4657e-19  1.3610e-19  1.2735e-19  1.1817e-19 
Radius(AU)     101.5908
z(AU)          0.0000e+00  1.3562e-05  1.8393e-05  2.4945e-05  3.3830e-05  4.5881e-05  6.2224e-05  8.4388e-05  1.1445e-04  1.5522e-04  2.1050e-04  2.8549e-04  3.8718e-04  5.2510e-04  7.1214e-04  9.6581e-04  1.3098e-03  1.7764e-03  2.4092e-03  3.2673e-03  4.4312e-03  6.0096e-03  8.1503e-03  1.1053e-02  1.4991e-02  2.0331e-02  2.7573e-02  3.7394e-02  5.0714e-02  6.8779e-02  9.3278e-02  1.2650e-01  1.7157e-01  2.3268e-01  3.1556e-01  4.2797e-01  5.8041e-01  7.8716e-01  1.0676e+00  1.4478e+00  1.9636e+00  2.6630e+00  3.6116e+00  4.8980e+00  6.6427e+00  9.0089e+00  1.2218e+01  1.6570e+01  2.2472e+01  3.0477e+01 
ZetaH2[s^-1]   6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2160e-19  6.2159e-19  6.2159e-19  6.2159e-19  6.2158e-19  6.2156e-19  6.2154e-19  6.2149e-19  6.2140e-19  6.2126e-19  6.2101e-19  6.2059e-19  6.1988e-19  6.1871e-19  6.1679e-19  6.1371e-19  6.0883e-19  6.0127e-19  5.8977e-19  5.7262e-19  5.4720e-19  5.0770e-19  4.2727e-19  3.3474e-19  2.4609e-19  1.8291e-19  1.5241e-19  1.3812e-19  1.2837e-19  1.2007e-19  1.1108e-19 
Radius(AU)     110.5200
z(AU)          0.0000e+00  1.3585e-05  1.8456e-05  2.5074e-05  3.4064e-05  4.6277e-05  6.2869e-05  8.5410e-05  1.1603e-04  1.5764e-04  2.1415e-04  2.9094e-04  3.9525e-04  5.3696e-04  7.2949e-04  9.9104e-04  1.3464e-03  1.8291e-03  2.4849e-03  3.3758e-03  4.5862e-03  6.2306e-03  8.4645e-03  1.1499e-02  1.5622e-02  2.1224e-02  2.8833e-02  3.9171e-02  5.3215e-02  7.2295e-02  9.8216e-02  1.3343e-01  1.8127e-01  2.4626e-01  3.3456e-01  4.5451e-01  6.1747e-01  8.3886e-01  1.1396e+00  1.5482e+00  2.1033e+00  2.8575e+00  3.8820e+00  5.2738e+00  7.1647e+00  9.7336e+00  1.3223e+01  1.7965e+01  2.4406e+01  3.3156e+01 
ZetaH2[s^-1]   5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9485e-19  5.9484e-19  5.9483e-19  5.9481e-19  5.9477e-19  5.9471e-19  5.9459e-19  5.9440e-19  5.9407e-19  5.9350e-19  5.9256e-19  5.9100e-19  5.8845e-19  5.8436e-19  5.7791e-19  5.6793e-19  5.5273e-19  5.2975e-19  4.9366e-19  4.2175e-19  3.3309e-19  2.4489e-19  1.7793e-19  1.4441e-19  1.2963e-19  1.2040e-19  1.1253e-19  1.0379e-19 
Radius(AU)     116.9046
z(AU)          0.0000e+00  1.3601e-05  1.8499e-05  2.5160e-05  3.4220e-05  4.6543e-05  6.3303e-05  8.6098e-05  1.1710e-04  1.5927e-04  2.1662e-04  2.9463e-04  4.0072e-04  5.4503e-04  7.4129e-04  1.0082e-03  1.3713e-03  1.8651e-03  2.5367e-03  3.4502e-03  4.6926e-03  6.3823e-03  8.6806e-03  1.1807e-02  1.6058e-02  2.1840e-02  2.9705e-02  4.0402e-02  5.4951e-02  7.4739e-02  1.0165e-01  1.3826e-01  1.8804e-01  2.5576e-01  3.4785e-01  4.7312e-01  6.4348e-01  8.7520e-01  1.1904e+00  1.6190e+00  2.2020e+00  2.9950e+00  4.0734e+00  5.5403e+00  7.5353e+00  1.0249e+01  1.3939e+01  1.8959e+01  2.5786e+01  3.5071e+01 
ZetaH2[s^-1]   5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7675e-19  5.7674e-19  5.7673e-19  5.7671e-19  5.7668e-19  5.7663e-19  5.7653e-19  5.7637e-19  5.7609e-19  5.7560e-19  5.7479e-19  5.7343e-19  5.7119e-19  5.6757e-19  5.6180e-19  5.5276e-19  5.3881e-19  5.1746e-19  4.8367e-19  4.1727e-19  3.3186e-19  2.4465e-19  1.7543e-19  1.3957e-19  1.2408e-19  1.1501e-19  1.0739e-19  9.8834e-20 
Radius(AU)     120.2339
z(AU)          0.0000e+00  1.3609e-05  1.8520e-05  2.5203e-05  3.4299e-05  4.6676e-05  6.3521e-05  8.6444e-05  1.1764e-04  1.6009e-04  2.1787e-04  2.9649e-04  4.0349e-04  5.4910e-04  7.4726e-04  1.0169e-03  1.3839e-03  1.8833e-03  2.5630e-03  3.4879e-03  4.7466e-03  6.4596e-03  8.7907e-03  1.1963e-02  1.6280e-02  2.2156e-02  3.0151e-02  4.1032e-02  5.5840e-02  7.5991e-02  1.0341e-01  1.4073e-01  1.9152e-01  2.6064e-01  3.5470e-01  4.8270e-01  6.5690e-01  8.9396e-01  1.2166e+00  1.6556e+00  2.2531e+00  3.0662e+00  4.1727e+00  5.6785e+00  7.7277e+00  1.0516e+01  1.4312e+01  1.9476e+01  2.6505e+01  3.6070e+01 
ZetaH2[s^-1]   5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6753e-19  5.6752e-19  5.6752e-19  5.6752e-19  5.6751e-19  5.6749e-19  5.6746e-19  5.6742e-19  5.6733e-19  5.6718e-19  5.6692e-19  5.6647e-19  5.6571e-19  5.6444e-19  5.6235e-19  5.5894e-19  5.5348e-19  5.4488e-19  5.3155e-19  5.1099e-19  4.7836e-19  4.1467e-19  3.3110e-19  2.4463e-19  1.7443e-19  1.3734e-19  1.2136e-19  1.1231e-19  1.0480e-19  9.6339e-20 
Radius(AU)     127.1797
z(AU)          0.0000e+00  1.3624e-05  1.8562e-05  2.5290e-05  3.4456e-05  4.6945e-05  6.3959e-05  8.7140e-05  1.1872e-04  1.6175e-04  2.2038e-04  3.0025e-04  4.0908e-04  5.5734e-04  7.5935e-04  1.0346e-03  1.4095e-03  1.9204e-03  2.6164e-03  3.5647e-03  4.8567e-03  6.6170e-03  9.0152e-03  1.2283e-02  1.6734e-02  2.2800e-02  3.1063e-02  4.2322e-02  5.7661e-02  7.8559e-02  1.0703e-01  1.4582e-01  1.9868e-01  2.7069e-01  3.6879e-01  5.0246e-01  6.8457e-01  9.3268e-01  1.2707e+00  1.7313e+00  2.3588e+00  3.2137e+00  4.3784e+00  5.9654e+00  8.1275e+00  1.1073e+01  1.5087e+01  2.0554e+01  2.8004e+01  3.8154e+01 
ZetaH2[s^-1]   5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4896e-19  5.4895e-19  5.4894e-19  5.4891e-19  5.4887e-19  5.4880e-19  5.4867e-19  5.4845e-19  5.4807e-19  5.4742e-19  5.4633e-19  5.4451e-19  5.4151e-19  5.3666e-19  5.2894e-19  5.1682e-19  4.9790e-19  4.6762e-19  4.0916e-19  3.2950e-19  2.4489e-19  1.7306e-19  1.3342e-19  1.1619e-19  1.0702e-19  9.9653e-20  9.1386e-20 
Radius(AU)     134.5269
z(AU)          0.0000e+00  1.3640e-05  1.8605e-05  2.5377e-05  3.4615e-05  4.7214e-05  6.4401e-05  8.7842e-05  1.1982e-04  1.6343e-04  2.2292e-04  3.0406e-04  4.1474e-04  5.6571e-04  7.7163e-04  1.0525e-03  1.4356e-03  1.9582e-03  2.6710e-03  3.6432e-03  4.9693e-03  6.7782e-03  9.2455e-03  1.2611e-02  1.7201e-02  2.3462e-02  3.2003e-02  4.3652e-02  5.9541e-02  8.1214e-02  1.1078e-01  1.5110e-01  2.0610e-01  2.8112e-01  3.8345e-01  5.2302e-01  7.1341e-01  9.7309e-01  1.3273e+00  1.8104e+00  2.4694e+00  3.3683e+00  4.5944e+00  6.2667e+00  8.5478e+00  1.1659e+01  1.5903e+01  2.1692e+01  2.9588e+01  4.0358e+01 
ZetaH2[s^-1]   5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2986e-19  5.2985e-19  5.2985e-19  5.2984e-19  5.2982e-19  5.2979e-19  5.2973e-19  5.2962e-19  5.2943e-19  5.2911e-19  5.2856e-19  5.2762e-19  5.2604e-19  5.2342e-19  5.1914e-19  5.1225e-19  5.0130e-19  4.8400e-19  4.5609e-19  4.0276e-19  3.2746e-19  2.4533e-19  1.7240e-19  1.3019e-19  1.1142e-19  1.0187e-19  9.4555e-20  8.6473e-20 
Radius(AU)     142.2983
z(AU)          0.0000e+00  1.3656e-05  1.8648e-05  2.5465e-05  3.4774e-05  4.7486e-05  6.4845e-05  8.8550e-05  1.2092e-04  1.6513e-04  2.2549e-04  3.0792e-04  4.2049e-04  5.7420e-04  7.8411e-04  1.0708e-03  1.4622e-03  1.9967e-03  2.7266e-03  3.7234e-03  5.0846e-03  6.9433e-03  9.4815e-03  1.2948e-02  1.7681e-02  2.4144e-02  3.2971e-02  4.5024e-02  6.1483e-02  8.3959e-02  1.1465e-01  1.5656e-01  2.1380e-01  2.9196e-01  3.9869e-01  5.4443e-01  7.4346e-01  1.0152e+00  1.3864e+00  1.8932e+00  2.5853e+00  3.5304e+00  4.8209e+00  6.5833e+00  8.9899e+00  1.2276e+01  1.6764e+01  2.2893e+01  3.1261e+01  4.2689e+01 
ZetaH2[s^-1]   5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1030e-19  5.1029e-19  5.1028e-19  5.1027e-19  5.1024e-19  5.1019e-19  5.1010e-19  5.0995e-19  5.0968e-19  5.0921e-19  5.0840e-19  5.0704e-19  5.0476e-19  5.0101e-19  4.9489e-19  4.8507e-19  4.6937e-19  4.4382e-19  3.9544e-19  3.2487e-19  2.4578e-19  1.7239e-19  1.2777e-19  1.0717e-19  9.6970e-20  8.9593e-20  8.1670e-20 
Radius(AU)     150.5187
z(AU)          0.0000e+00  1.3671e-05  1.8691e-05  2.5552e-05  3.4933e-05  4.7759e-05  6.5292e-05  8.9263e-05  1.2203e-04  1.6684e-04  2.2809e-04  3.1183e-04  4.2631e-04  5.8282e-04  7.9679e-04  1.0893e-03  1.4892e-03  2.0360e-03  2.7835e-03  3.8054e-03  5.2025e-03  7.1125e-03  9.7237e-03  1.3294e-02  1.8174e-02  2.4846e-02  3.3968e-02  4.6439e-02  6.3488e-02  8.6797e-02  1.1866e-01  1.6223e-01  2.2179e-01  3.0321e-01  4.1453e-01  5.6672e-01  7.7478e-01  1.0592e+00  1.4481e+00  1.9797e+00  2.7066e+00  3.7002e+00  5.0587e+00  6.9159e+00  9.4550e+00  1.2926e+01  1.7672e+01  2.4160e+01  3.3030e+01  4.5156e+01 
ZetaH2[s^-1]   4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9025e-19  4.9024e-19  4.9023e-19  4.9020e-19  4.9016e-19  4.9009e-19  4.8996e-19  4.8973e-19  4.8933e-19  4.8865e-19  4.8748e-19  4.8550e-19  4.8222e-19  4.7681e-19  4.6804e-19  4.5387e-19  4.3062e-19  3.8695e-19  3.2133e-19  2.4590e-19  1.7287e-19  1.2613e-19  1.0354e-19  9.2426e-20  8.4824e-20  7.7019e-20 
Radius(AU)     159.2141
z(AU)          0.0000e+00  1.3687e-05  1.8733e-05  2.5640e-05  3.5094e-05  4.8033e-05  6.5743e-05  8.9982e-05  1.2316e-04  1.6857e-04  2.3072e-04  3.1578e-04  4.3221e-04  5.9157e-04  8.0968e-04  1.1082e-03  1.5168e-03  2.0761e-03  2.8415e-03  3.8892e-03  5.3231e-03  7.2857e-03  9.9720e-03  1.3649e-02  1.8681e-02  2.5569e-02  3.4996e-02  4.7898e-02  6.5559e-02  8.9730e-02  1.2281e-01  1.6809e-01  2.3007e-01  3.1490e-01  4.3100e-01  5.8991e-01  8.0741e-01  1.1051e+00  1.5126e+00  2.0702e+00  2.8335e+00  3.8783e+00  5.3082e+00  7.2653e+00  9.9440e+00  1.3610e+01  1.8628e+01  2.5497e+01  3.4897e+01  4.7764e+01 
ZetaH2[s^-1]   4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6968e-19  4.6967e-19  4.6966e-19  4.6964e-19  4.6961e-19  4.6955e-19  4.6944e-19  4.6925e-19  4.6892e-19  4.6833e-19  4.6733e-19  4.6563e-19  4.6278e-19  4.5803e-19  4.5025e-19  4.3755e-19  4.1656e-19  3.7740e-19  3.1694e-19  2.4564e-19  1.7372e-19  1.2528e-19  1.0062e-19  8.8370e-20  8.0377e-20  7.2627e-20 
Radius(AU)     168.4117
