 1.020000e+01  6.201957e-17
 1.040000e+01  6.041230e-17
 1.060000e+01  5.902834e-17
 1.080000e+01  5.782777e-17
 1.100000e+01  5.677858e-17
 1.120000e+01  5.585892e-17
 1.140000e+01  5.504534e-17
 1.160000e+01  5.432120e-17
 1.180000e+01  5.365385e-17
 1.200000e+01  5.292504e-17
 1.220000e+01  5.209430e-17
 1.240000e+01  5.124310e-17
 1.260000e+01  5.042744e-17
 1.280000e+01  4.964526e-17
 1.300000e+01  4.889466e-17
 1.320000e+01  4.817378e-17
 1.340000e+01  4.750720e-17
 1.360000e+01  4.695652e-17
 1.380000e+01  4.649947e-17
 1.400000e+01  4.605457e-17
 1.420000e+01  4.539351e-17
 1.440000e+01  4.475893e-17
 1.460000e+01  4.419612e-17
 1.479999e+01  4.379860e-17
 1.500000e+01  4.353890e-17
 1.519999e+01  4.330718e-17
 1.540000e+01  4.310441e-17
 1.559999e+01  4.338532e-17
 1.579999e+01  4.394911e-17
 1.599999e+01  4.462232e-17
 1.620000e+01  4.528321e-17
 1.640000e+01  4.603090e-17
 1.660000e+01  4.689421e-17
 1.680000e+01  4.785490e-17
 1.700000e+01  4.890907e-17
 1.720000e+01  5.010800e-17
 1.740000e+01  5.142244e-17
 1.760000e+01  5.285793e-17
 1.780000e+01  5.445709e-17
 1.800000e+01  5.624642e-17
 1.820000e+01  5.805645e-17
 1.840000e+01  5.987176e-17
 1.860000e+01  6.200271e-17
 1.880000e+01  6.383150e-17
 1.900001e+01  6.537951e-17
 1.920001e+01  6.593591e-17
 1.940001e+01  6.652625e-17
 1.960001e+01  6.715534e-17
 1.980001e+01  6.741806e-17
 2.000001e+01  6.743562e-17
 2.020001e+01  6.702575e-17
 2.040001e+01  6.665811e-17
 2.060001e+01  6.631954e-17
 2.080001e+01  6.609133e-17
 2.100001e+01  6.587112e-17
 2.120001e+01  6.566034e-17
 2.140001e+01  6.543107e-17
 2.160002e+01  6.519718e-17
 2.180002e+01  6.487724e-17
 2.200002e+01  6.456374e-17
 2.220002e+01  6.425899e-17
 2.240002e+01  6.396144e-17
 2.260002e+01  6.367111e-17
 2.280002e+01  6.339052e-17
 2.300002e+01  6.311708e-17
 2.320002e+01  6.284812e-17
 2.340002e+01  6.258372e-17
 2.360002e+01  6.232379e-17
 2.380002e+01  6.206278e-17
 2.400003e+01  6.174466e-17
 2.420003e+01  6.141922e-17
 2.440003e+01  6.103246e-17
 2.460003e+01  6.065248e-17
 2.480003e+01  6.028064e-17
 2.500003e+01  5.991456e-17
 2.520003e+01  5.955364e-17
 2.540003e+01  5.919821e-17
 2.560003e+01  5.884767e-17
 2.580003e+01  5.850223e-17
 2.600003e+01  5.816025e-17
 2.620003e+01  5.782343e-17
 2.640003e+01  5.749087e-17
 2.660003e+01  5.716331e-17
 2.680004e+01  5.685128e-17
 2.700004e+01  5.654449e-17
 2.720004e+01  5.624118e-17
 2.740004e+01  5.594201e-17
 2.760004e+01  5.564645e-17
 2.780004e+01  5.535467e-17
 2.800004e+01  5.506392e-17
 2.820004e+01  5.477231e-17
 2.840004e+01  5.448216e-17
 2.860004e+01  5.417799e-17
 2.880004e+01  5.387803e-17
 2.900004e+01  5.358166e-17
 2.920004e+01  5.328924e-17
 2.940004e+01  5.300050e-17
 2.960005e+01  5.271537e-17
 2.980005e+01  5.243397e-17
 3.000005e+01  5.215579e-17
 3.020005e+01  5.188129e-17
 3.040005e+01  5.160995e-17
 3.060005e+01  5.134199e-17
 3.080005e+01  5.107733e-17
 3.100005e+01  5.081566e-17
 3.120005e+01  5.055735e-17
 3.140005e+01  5.030244e-17
 3.160005e+01  5.005079e-17
 3.180006e+01  4.980260e-17
 3.200005e+01  4.955833e-17
 3.220005e+01  4.931708e-17
 3.240006e+01  4.907818e-17
 3.260006e+01  4.884193e-17
 3.280006e+01  4.860844e-17
 3.300006e+01  4.837641e-17
 3.320006e+01  4.814719e-17
 3.340006e+01  4.792047e-17
 3.360006e+01  4.769616e-17
 3.380006e+01  4.747450e-17
 3.400006e+01  4.725429e-17
 3.420006e+01  4.703624e-17
 3.440006e+01  4.682073e-17
 3.460006e+01  4.660581e-17
 3.480006e+01  4.639336e-17
 3.500006e+01  4.618324e-17
 3.520007e+01  4.597517e-17
 3.540007e+01  4.576945e-17
 3.560007e+01  4.556587e-17
 3.580007e+01  4.536431e-17
 3.600007e+01  4.516498e-17
 3.620007e+01  4.491285e-17
 3.640007e+01  4.461345e-17
 3.660007e+01  4.431734e-17
 3.680007e+01  4.400851e-17
 3.700007e+01  4.369261e-17
 3.720007e+01  4.338010e-17
 3.740007e+01  4.307200e-17
 3.760007e+01  4.276779e-17
 3.780008e+01  4.246680e-17
 3.800008e+01  4.217001e-17
 3.820008e+01  4.187695e-17
 3.840008e+01  4.158694e-17
 3.860008e+01  4.130014e-17
 3.880008e+01  4.101646e-17
 3.900008e+01  4.073567e-17
 3.920008e+01  4.045796e-17
 3.940008e+01  4.018333e-17
 3.960008e+01  3.991145e-17
 3.980008e+01  3.964248e-17
 4.000008e+01  3.937656e-17
 4.020009e+01  3.911329e-17
 4.040008e+01  3.885269e-17
 4.060009e+01  3.859538e-17
 4.080009e+01  3.834061e-17
 4.100009e+01  3.808832e-17
 4.120009e+01  3.783623e-17
 4.140009e+01  3.758603e-17
 4.160009e+01  3.733824e-17
 4.180009e+01  3.709356e-17
 4.200009e+01  3.685201e-17
 4.220009e+01  3.661274e-17
 4.240009e+01  3.637589e-17
 4.260009e+01  3.614257e-17
 4.280009e+01  3.591142e-17
