# Numerical radiation field:  Lyman-alpha_100km.s-1
# wavelength: nm
# intensity: photons.s-1.cm-2.nm-1
# wavelength intensity
121.05100 4.66663e+02
121.05200 4.68494e+02
121.05300 4.70336e+02
121.05400 4.72189e+02
121.05500 4.74053e+02
121.05600 4.75928e+02
121.05700 4.77815e+02
121.05800 4.79712e+02
121.05900 4.81621e+02
121.06000 4.83542e+02
121.06100 4.85474e+02
121.06200 4.87418e+02
121.06300 4.89373e+02
121.06400 4.91340e+02
121.06500 4.93319e+02
121.06600 4.95311e+02
121.06700 4.97314e+02
121.06800 4.99329e+02
121.06900 5.01357e+02
121.07000 5.03397e+02
121.07100 5.05450e+02
121.07200 5.07516e+02
121.07300 5.09594e+02
121.07400 5.11685e+02
121.07500 5.13789e+02
121.07600 5.15906e+02
121.07700 5.18036e+02
121.07800 5.20179e+02
121.07900 5.22336e+02
121.08000 5.24506e+02
121.08100 5.26690e+02
121.08200 5.28888e+02
121.08300 5.31099e+02
121.08400 5.33324e+02
121.08500 5.35564e+02
121.08600 5.37817e+02
121.08700 5.40085e+02
121.08800 5.42368e+02
121.08900 5.44665e+02
121.09000 5.46976e+02
121.09100 5.49302e+02
121.09200 5.51644e+02
121.09300 5.54000e+02
121.09400 5.56372e+02
121.09500 5.58759e+02
121.09600 5.61161e+02
121.09700 5.63579e+02
121.09800 5.66013e+02
121.09900 5.68462e+02
121.10000 5.70928e+02
121.10100 5.73409e+02
121.10200 5.75907e+02
121.10300 5.78421e+02
121.10400 5.80952e+02
121.10500 5.83500e+02
121.10600 5.86064e+02
121.10700 5.88646e+02
121.10800 5.91245e+02
121.10900 5.93861e+02
121.11000 5.96494e+02
121.11100 5.99145e+02
121.11200 6.01814e+02
121.11300 6.04501e+02
121.11400 6.07206e+02
121.11500 6.09929e+02
121.11600 6.12671e+02
121.11700 6.15431e+02
121.11800 6.18210e+02
121.11900 6.21008e+02
121.12000 6.23825e+02
121.12100 6.26661e+02
121.12200 6.29517e+02
121.12300 6.32393e+02
121.12400 6.35288e+02
121.12500 6.38203e+02
121.12600 6.41139e+02
121.12700 6.44095e+02
121.12800 6.47072e+02
121.12900 6.50069e+02
121.13000 6.53087e+02
121.13100 6.56127e+02
121.13200 6.59187e+02
121.13300 6.62270e+02
121.13400 6.65374e+02
121.13500 6.68500e+02
121.13600 6.71648e+02
121.13700 6.74819e+02
121.13800 6.78013e+02
121.13900 6.81229e+02
121.14000 6.84468e+02
121.14100 6.87730e+02
121.14200 6.91016e+02
121.14300 6.94326e+02
121.14400 6.97660e+02
121.14500 7.01018e+02
121.14600 7.04400e+02
121.14700 7.07807e+02
121.14800 7.11239e+02
121.14900 7.14696e+02
121.15000 7.18178e+02
121.15100 7.21686e+02
121.15200 7.25220e+02
121.15300 7.28780e+02
121.15400 7.32366e+02
121.15500 7.35979e+02
121.15600 7.39620e+02
121.15700 7.43287e+02
121.15800 7.46982e+02
121.15900 7.50704e+02
121.16000 7.54455e+02
121.16100 7.58234e+02
121.16200 7.62041e+02
121.16300 7.65878e+02
121.16400 7.69743e+02
121.16500 7.73638e+02
121.16600 7.77563e+02
121.16700 7.81518e+02
121.16800 7.85504e+02
121.16900 7.89520e+02
121.17000 7.93567e+02
121.17100 7.97646e+02
121.17200 8.01756e+02
121.17300 8.05899e+02
121.17400 8.10073e+02
121.17500 8.14281e+02
121.17600 8.18521e+02
121.17700 8.22795e+02
121.17800 8.27103e+02
121.17900 8.31445e+02
121.18000 8.35821e+02
121.18100 8.40232e+02
121.18200 8.44678e+02
121.18300 8.49160e+02
121.18400 8.53678e+02
121.18500 8.58233e+02
121.18600 8.62824e+02
121.18700 8.67452e+02
121.18800 8.72118e+02
121.18900 8.76821e+02
121.19000 8.81563e+02
121.19100 8.86344e+02
121.19200 8.91165e+02
121.19300 8.96025e+02
121.19400 9.00925e+02
121.19500 9.05865e+02
121.19600 9.10847e+02
121.19700 9.15870e+02
121.19800 9.20935e+02
121.19900 9.26042e+02
121.20000 9.31193e+02
121.20100 9.36386e+02
121.20200 9.41624e+02
121.20300 9.46906e+02
121.20400 9.52232e+02
121.20500 9.57605e+02
121.20600 9.63023e+02
121.20700 9.68487e+02
121.20800 9.73999e+02
121.20900 9.79558e+02
121.21000 9.85165e+02
121.21100 9.90820e+02
121.21200 9.96525e+02
121.21300 1.00228e+03
121.21400 1.00808e+03
121.21500 1.01394e+03
121.21600 1.01985e+03
121.21700 1.02581e+03
121.21800 1.03182e+03
121.21900 1.03789e+03
121.22000 1.04401e+03
121.22100 1.05018e+03
121.22200 1.05641e+03
121.22300 1.06270e+03
121.22400 1.06904e+03
121.22500 1.07544e+03
121.22600 1.08190e+03
121.22700 1.08841e+03
121.22800 1.09499e+03
121.22900 1.10163e+03
121.23000 1.10832e+03
121.23100 1.11508e+03
121.23200 1.12191e+03
121.23300 1.12879e+03
121.23400 1.13574e+03
121.23500 1.14275e+03
121.23600 1.14983e+03
121.23700 1.15698e+03
121.23800 1.16420e+03
121.23900 1.17148e+03
121.24000 1.17883e+03
121.24100 1.18625e+03
121.24200 1.19374e+03
121.24300 1.20131e+03
121.24400 1.20894e+03
121.24500 1.21665e+03
121.24600 1.22444e+03
121.24700 1.23230e+03
121.24800 1.24024e+03
121.24900 1.24825e+03
121.25000 1.25635e+03
121.25100 1.26452e+03
121.25200 1.27277e+03
121.25300 1.28111e+03
121.25400 1.28953e+03
121.25500 1.29803e+03
121.25600 1.30662e+03
121.25700 1.31529e+03
121.25800 1.32406e+03
121.25900 1.33291e+03
121.26000 1.34185e+03
121.26100 1.35088e+03
121.26200 1.36000e+03
121.26300 1.36922e+03
121.26400 1.37853e+03
121.26500 1.38794e+03
121.26600 1.39745e+03
121.26700 1.40706e+03
121.26800 1.41676e+03
121.26900 1.42657e+03
121.27000 1.43648e+03
121.27100 1.44650e+03
121.27200 1.45662e+03
121.27300 1.46685e+03
121.27400 1.47719e+03
121.27500 1.48764e+03
121.27600 1.49820e+03
121.27700 1.50888e+03
121.27800 1.51967e+03
121.27900 1.53059e+03
121.28000 1.54162e+03
121.28100 1.55277e+03
121.28200 1.56404e+03
121.28300 1.57544e+03
121.28400 1.58696e+03
121.28500 1.59862e+03
121.28600 1.61040e+03
121.28700 1.62232e+03
121.28800 1.63437e+03
121.28900 1.64655e+03
121.29000 1.65888e+03
121.29100 1.67134e+03
121.29200 1.68395e+03
121.29300 1.69671e+03
121.29400 1.70961e+03
121.29500 1.72266e+03
121.29600 1.73586e+03
121.29700 1.74922e+03
121.29800 1.76273e+03
121.29900 1.77641e+03
121.30000 1.79024e+03
121.30100 1.80424e+03
121.30200 1.81841e+03
121.30300 1.83274e+03
121.30400 1.84725e+03
121.30500 1.86194e+03
121.30600 1.87680e+03
121.30700 1.89185e+03
121.30800 1.90707e+03
121.30900 1.92249e+03
121.31000 1.93810e+03
121.31100 1.95390e+03
121.31200 1.96989e+03
121.31300 1.98609e+03
121.31400 2.00249e+03
121.31500 2.01910e+03
121.31600 2.03592e+03
121.31700 2.05295e+03
121.31800 2.07020e+03
121.31900 2.08767e+03
121.32000 2.10537e+03
121.32100 2.12330e+03
121.32200 2.14146e+03
121.32300 2.15986e+03
121.32400 2.17851e+03
121.32500 2.19739e+03
121.32600 2.21653e+03
121.32700 2.23593e+03
121.32800 2.25559e+03
121.32900 2.27551e+03
121.33000 2.29570e+03
121.33100 2.31616e+03
121.33200 2.33691e+03
121.33300 2.35794e+03
121.33400 2.37926e+03
121.33500 2.40088e+03
121.33600 2.42279e+03
121.33700 2.44502e+03
121.33800 2.46756e+03
121.33900 2.49042e+03
121.34000 2.51360e+03
121.34100 2.53712e+03
121.34200 2.56097e+03
121.34300 2.58517e+03
121.34400 2.60972e+03
121.34500 2.63463e+03
121.34600 2.65991e+03
121.34700 2.68556e+03
121.34800 2.71159e+03
121.34900 2.73801e+03
121.35000 2.76483e+03
121.35100 2.79205e+03
121.35200 2.81969e+03
121.35300 2.84774e+03
121.35400 2.87623e+03
121.35500 2.90516e+03
121.35600 2.93454e+03
121.35700 2.96437e+03
121.35800 2.99468e+03
121.35900 3.02546e+03
121.36000 3.05674e+03
121.36100 3.08851e+03
121.36200 3.12080e+03
121.36300 3.15361e+03
121.36400 3.18696e+03
121.36500 3.22085e+03
121.36600 3.25531e+03
121.36700 3.29034e+03
121.36800 3.32596e+03
121.36900 3.36217e+03
121.37000 3.39901e+03
121.37100 3.43648e+03
121.37200 3.47460e+03
121.37300 3.51338e+03
121.37400 3.55286e+03
121.37500 3.59303e+03
121.37600 3.63393e+03
121.37700 3.67559e+03
121.37800 3.71801e+03
121.37900 3.76123e+03
121.38000 3.80529e+03
121.38100 3.85020e+03
121.38200 3.89601e+03
121.38300 3.94276e+03
121.38400 3.99048e+03
121.38500 4.03925e+03
121.38600 4.08910e+03
121.38700 4.14011e+03
121.38800 4.19237e+03
121.38900 4.24595e+03
121.39000 4.30096e+03
121.39100 4.35754e+03
121.39200 4.41582e+03
121.39300 4.47598e+03
121.39400 4.53823e+03
121.39500 4.60282e+03
121.39600 4.67002e+03
121.39700 4.74019e+03
121.39800 4.81375e+03
121.39900 4.89117e+03
121.40000 4.97306e+03
121.40100 5.06011e+03
121.40200 5.15315e+03
121.40300 5.25317e+03
121.40400 5.36137e+03
121.40500 5.47916e+03
121.40600 5.60822e+03
121.40700 5.75055e+03
121.40800 5.90852e+03
121.40900 6.08497e+03
121.41000 6.28323e+03
121.41100 6.50727e+03
121.41200 6.76179e+03
121.41300 7.05234e+03
121.41400 7.38548e+03
121.41500 7.76893e+03
121.41600 8.21180e+03
121.41700 8.72481e+03
121.41800 9.32055e+03
121.41900 1.00138e+04
121.42000 1.08219e+04
121.42100 1.17650e+04
121.42200 1.28670e+04
121.42300 1.41554e+04
121.42400 1.56625e+04
121.42500 1.74259e+04
121.42600 1.94891e+04
121.42700 2.19030e+04
121.42800 2.47262e+04
121.42900 2.80267e+04
121.43000 3.18832e+04
121.43100 3.63866e+04
121.43200 4.16416e+04
121.43300 4.77686e+04
121.43400 5.49063e+04
121.43500 6.32138e+04
121.43600 7.28736e+04
121.43700 8.40943e+04
121.43800 9.71148e+04
121.43900 1.12207e+05
121.44000 1.29683e+05
121.44100 1.49894e+05
121.44200 1.73243e+05
121.44300 2.00186e+05
121.44400 2.31238e+05
121.44500 2.66985e+05
121.44600 3.08086e+05
121.44700 3.55286e+05
121.44800 4.09424e+05
121.44900 4.71442e+05
121.45000 5.42400e+05
121.45100 6.23484e+05
121.45200 7.16025e+05
121.45300 8.21508e+05
121.45400 9.41590e+05
121.45500 1.07812e+06
121.45600 1.23315e+06
121.45700 1.40897e+06
121.45800 1.60810e+06
121.45900 1.83335e+06
121.46000 2.08782e+06
121.46100 2.37493e+06
121.46200 2.69844e+06
121.46300 3.06249e+06
121.46400 3.47165e+06
121.46500 3.93088e+06
121.46600 4.44566e+06
121.46700 5.02194e+06
121.46800 5.66624e+06
121.46900 6.38563e+06
121.47000 7.18781e+06
121.47100 8.08113e+06
121.47200 9.07464e+06
121.47300 1.01781e+07
121.47400 1.14021e+07
121.47500 1.27579e+07
121.47600 1.42578e+07
121.47700 1.59149e+07
121.47800 1.77432e+07
121.47900 1.97576e+07
121.48000 2.19742e+07
121.48100 2.44100e+07
121.48200 2.70830e+07
121.48300 3.00125e+07
121.48400 3.32185e+07
121.48500 3.67225e+07
121.48600 4.05470e+07
121.48700 4.47156e+07
121.48800 4.92530e+07
121.48900 5.41850e+07
121.49000 5.95387e+07
121.49100 6.53419e+07
121.49200 7.16239e+07
121.49300 7.84145e+07
121.49400 8.57448e+07
121.49500 9.36466e+07
121.49600 1.02152e+08
121.49700 1.11295e+08
121.49800 1.21110e+08
121.49900 1.31629e+08
121.50000 1.42889e+08
121.50100 1.54923e+08
121.50200 1.67767e+08
121.50300 1.81456e+08
121.50400 1.96022e+08
121.50500 2.11501e+08
121.50600 2.27925e+08
121.50700 2.45325e+08
121.50800 2.63734e+08
121.50900 2.83179e+08
121.51000 3.03688e+08
121.51100 3.25287e+08
121.51200 3.47999e+08
121.51300 3.71844e+08
121.51400 3.96840e+08
121.51500 4.23002e+08
121.51600 4.50340e+08
121.51700 4.78863e+08
121.51800 5.08573e+08
121.51900 5.39471e+08
121.52000 5.71550e+08
121.52100 6.04800e+08
121.52200 6.39207e+08
121.52300 6.74750e+08
121.52400 7.11404e+08
121.52500 7.49138e+08
121.52600 7.87913e+08
121.52700 8.27689e+08
121.52800 8.68416e+08
121.52900 9.10039e+08
121.53000 9.52499e+08
121.53100 9.95727e+08
121.53200 1.03965e+09
121.53300 1.08420e+09
121.53400 1.12927e+09
121.53500 1.17479e+09
121.53600 1.22066e+09
121.53700 1.26679e+09
121.53800 1.31305e+09
121.53900 1.35935e+09
121.54000 1.40557e+09
121.54100 1.45160e+09
121.54200 1.49731e+09
121.54300 1.54259e+09
121.54400 1.58730e+09
121.54500 1.63132e+09
121.54600 1.67452e+09
121.54700 1.71678e+09
121.54800 1.75797e+09
121.54900 1.79795e+09
121.55000 1.83661e+09
121.55100 1.87382e+09
121.55200 1.90946e+09
121.55300 1.94342e+09
121.55400 1.97557e+09
121.55500 2.00581e+09
121.55600 2.03404e+09
121.55700 2.06016e+09
121.55800 2.08408e+09
121.55900 2.10572e+09
121.56000 2.12499e+09
121.56100 2.14183e+09
121.56200 2.15618e+09
121.56300 2.16799e+09
121.56400 2.17721e+09
121.56500 2.18382e+09
121.56600 2.18778e+09
121.56700 2.18908e+09
121.56800 2.18772e+09
121.56900 2.18371e+09
121.57000 2.17705e+09
121.57100 2.16778e+09
121.57200 2.15592e+09
121.57300 2.14152e+09
121.57400 2.12463e+09
121.57500 2.10531e+09
121.57600 2.08363e+09
121.57700 2.05966e+09
121.57800 2.03350e+09
121.57900 2.00523e+09
121.58000 1.97495e+09
121.58100 1.94276e+09
121.58200 1.90877e+09
121.58300 1.87309e+09
121.58400 1.83585e+09
121.58500 1.79717e+09
121.58600 1.75716e+09
121.58700 1.71595e+09
121.58800 1.67367e+09
121.58900 1.63045e+09
121.59000 1.58641e+09
121.59100 1.54168e+09
121.59200 1.49640e+09
121.59300 1.45068e+09
121.59400 1.40465e+09
121.59500 1.35842e+09
121.59600 1.31212e+09
121.59700 1.26586e+09
121.59800 1.21974e+09
121.59900 1.17388e+09
121.60000 1.12837e+09
121.60100 1.08330e+09
121.60200 1.03877e+09
121.60300 9.94855e+08
121.60400 9.51642e+08
121.60500 9.09199e+08
121.60600 8.67593e+08
121.60700 8.26884e+08
121.60800 7.87128e+08
121.60900 7.48372e+08
121.61000 7.10660e+08
121.61100 6.74028e+08
121.61200 6.38508e+08
121.61300 6.04124e+08
121.61400 5.70896e+08
121.61500 5.38841e+08
121.61600 5.07968e+08
121.61700 4.78281e+08
121.61800 4.49782e+08
121.61900 4.22467e+08
121.62000 3.96329e+08
121.62100 3.71356e+08
121.62200 3.47534e+08
121.62300 3.24844e+08
121.62400 3.03267e+08
121.62500 2.82780e+08
121.62600 2.63355e+08
121.62700 2.44968e+08
121.62800 2.27587e+08
121.62900 2.11182e+08
121.63000 1.95722e+08
121.63100 1.81173e+08
121.63200 1.67502e+08
121.63300 1.54675e+08
121.63400 1.42656e+08
121.63500 1.31412e+08
121.63600 1.20907e+08
121.63700 1.11106e+08
121.63800 1.01976e+08
121.63900 9.34828e+07
121.64000 8.55927e+07
121.64100 7.82735e+07
121.64200 7.14934e+07
121.64300 6.52213e+07
121.64400 5.94273e+07
121.64500 5.40823e+07
121.64600 4.91584e+07
121.64700 4.46287e+07
121.64800 4.04672e+07
121.64900 3.66494e+07
121.65000 3.31515e+07
121.65100 2.99512e+07
121.65200 2.70271e+07
121.65300 2.43590e+07
121.65400 2.19278e+07
121.65500 1.97154e+07
121.65600 1.77048e+07
121.65700 1.58801e+07
121.65800 1.42263e+07
121.65900 1.27294e+07
121.66000 1.13763e+07
121.66100 1.01549e+07
121.66200 9.05372e+06
121.66300 8.06232e+06
121.66400 7.17090e+06
121.66500 6.37046e+06
121.66600 5.65264e+06
121.66700 5.00977e+06
121.66800 4.43478e+06
121.66900 3.92117e+06
121.67000 3.46299e+06
121.67100 3.05479e+06
121.67200 2.69159e+06
121.67300 2.36884e+06
121.67400 2.08243e+06
121.67500 1.82857e+06
121.67600 1.60387e+06
121.67700 1.40523e+06
121.67800 1.22986e+06
121.67900 1.07522e+06
121.68000 9.39034e+05
121.68100 8.19261e+05
121.68200 7.14053e+05
121.68300 6.21755e+05
121.68400 5.40885e+05
121.68500 4.70118e+05
121.68600 4.08267e+05
121.68700 3.54277e+05
121.68800 3.07207e+05
121.68900 2.66220e+05
121.69000 2.30573e+05
121.69100 1.99609e+05
121.69200 1.72743e+05
121.69300 1.49460e+05
121.69400 1.29308e+05
121.69500 1.11883e+05
121.69600 9.68350e+04
121.69700 8.38531e+04
121.69800 7.26658e+04
121.69900 6.30351e+04
121.70000 5.47527e+04
121.70100 4.76367e+04
121.70200 4.15284e+04
121.70300 3.62896e+04
121.70400 3.18001e+04
121.70500 2.79555e+04
121.70600 2.46653e+04
121.70700 2.18509e+04
121.70800 1.94446e+04
121.70900 1.73878e+04
121.71000 1.56300e+04
121.71100 1.41276e+04
121.71200 1.28432e+04
121.71300 1.17447e+04
121.71400 1.08045e+04
121.71500 9.99887e+03
121.71600 9.30773e+03
121.71700 8.71378e+03
121.71800 8.20229e+03
121.71900 7.76071e+03
121.72000 7.37835e+03
121.72100 7.04614e+03
121.72200 6.75637e+03
121.72300 6.50251e+03
121.72400 6.27902e+03
121.72500 6.08124e+03
121.72600 5.90519e+03
121.72700 5.74756e+03
121.72800 5.60552e+03
121.72900 5.47670e+03
121.73000 5.35912e+03
121.73100 5.25110e+03
121.73200 5.15122e+03
121.73300 5.05831e+03
121.73400 4.97138e+03
121.73500 4.88958e+03
121.73600 4.81224e+03
121.73700 4.73876e+03
121.73800 4.66865e+03
121.73900 4.60150e+03
121.74000 4.53697e+03
121.74100 4.47476e+03
121.74200 4.41464e+03
121.74300 4.35639e+03
121.74400 4.29985e+03
121.74500 4.24486e+03
121.74600 4.19131e+03
121.74700 4.13908e+03
121.74800 4.08809e+03
121.74900 4.03826e+03
121.75000 3.98952e+03
121.75100 3.94181e+03
121.75200 3.89508e+03
121.75300 3.84929e+03
121.75400 3.80440e+03
121.75500 3.76036e+03
121.75600 3.71715e+03
121.75700 3.67474e+03
121.75800 3.63311e+03
121.75900 3.59222e+03
121.76000 3.55206e+03
121.76100 3.51260e+03
121.76200 3.47383e+03
121.76300 3.43572e+03
121.76400 3.39827e+03
121.76500 3.36144e+03
121.76600 3.32524e+03
121.76700 3.28963e+03
121.76800 3.25462e+03
121.76900 3.22017e+03
121.77000 3.18629e+03
121.77100 3.15295e+03
121.77200 3.12015e+03
121.77300 3.08787e+03
121.77400 3.05611e+03
121.77500 3.02484e+03
121.77600 2.99407e+03
121.77700 2.96377e+03
121.77800 2.93394e+03
121.77900 2.90458e+03
121.78000 2.87566e+03
121.78100 2.84718e+03
121.78200 2.81913e+03
121.78300 2.79150e+03
121.78400 2.76429e+03
121.78500 2.73748e+03
121.78600 2.71107e+03
121.78700 2.68504e+03
121.78800 2.65940e+03
121.78900 2.63413e+03
121.79000 2.60923e+03
121.79100 2.58469e+03
121.79200 2.56049e+03
121.79300 2.53665e+03
121.79400 2.51314e+03
121.79500 2.48996e+03
121.79600 2.46711e+03
121.79700 2.44457e+03
121.79800 2.42235e+03
121.79900 2.40044e+03
121.80000 2.37883e+03
121.80100 2.35751e+03
121.80200 2.33649e+03
121.80300 2.31575e+03
121.80400 2.29529e+03
121.80500 2.27510e+03
121.80600 2.25519e+03
121.80700 2.23554e+03
121.80800 2.21615e+03
121.80900 2.19701e+03
121.81000 2.17813e+03
121.81100 2.15949e+03
121.81200 2.14110e+03
121.81300 2.12294e+03
121.81400 2.10502e+03
121.81500 2.08732e+03
121.81600 2.06985e+03
121.81700 2.05261e+03
121.81800 2.03558e+03
121.81900 2.01876e+03
121.82000 2.00216e+03
121.82100 1.98576e+03
121.82200 1.96957e+03
121.82300 1.95358e+03
121.82400 1.93778e+03
121.82500 1.92218e+03
121.82600 1.90677e+03
121.82700 1.89154e+03
121.82800 1.87650e+03
121.82900 1.86164e+03
121.83000 1.84696e+03
121.83100 1.83246e+03
121.83200 1.81812e+03
121.83300 1.80396e+03
121.83400 1.78996e+03
121.83500 1.77613e+03
121.83600 1.76246e+03
121.83700 1.74895e+03
121.83800 1.73560e+03
121.83900 1.72240e+03
121.84000 1.70935e+03
121.84100 1.69645e+03
121.84200 1.68370e+03
121.84300 1.67109e+03
121.84400 1.65863e+03
121.84500 1.64631e+03
121.84600 1.63412e+03
121.84700 1.62208e+03
121.84800 1.61016e+03
121.84900 1.59838e+03
121.85000 1.58673e+03
121.85100 1.57521e+03
121.85200 1.56381e+03
121.85300 1.55254e+03
121.85400 1.54139e+03
121.85500 1.53037e+03
121.85600 1.51946e+03
121.85700 1.50867e+03
121.85800 1.49799e+03
121.85900 1.48743e+03
121.86000 1.47698e+03
121.86100 1.46665e+03
121.86200 1.45642e+03
121.86300 1.44630e+03
121.86400 1.43628e+03
121.86500 1.42637e+03
121.86600 1.41657e+03
121.86700 1.40686e+03
121.86800 1.39726e+03
121.86900 1.38775e+03
121.87000 1.37835e+03
121.87100 1.36904e+03
121.87200 1.35982e+03
121.87300 1.35070e+03
121.87400 1.34167e+03
121.87500 1.33273e+03
121.87600 1.32388e+03
121.87700 1.31512e+03
121.87800 1.30645e+03
121.87900 1.29786e+03
121.88000 1.28936e+03
121.88100 1.28094e+03
121.88200 1.27261e+03
121.88300 1.26436e+03
121.88400 1.25618e+03
121.88500 1.24809e+03
121.88600 1.24008e+03
121.88700 1.23214e+03
121.88800 1.22428e+03
121.88900 1.21650e+03
121.89000 1.20879e+03
121.89100 1.20115e+03
121.89200 1.19359e+03
121.89300 1.18610e+03
121.89400 1.17868e+03
121.89500 1.17133e+03
121.89600 1.16405e+03
121.89700 1.15684e+03
121.89800 1.14969e+03
121.89900 1.14261e+03
121.90000 1.13560e+03
121.90100 1.12865e+03
121.90200 1.12177e+03
121.90300 1.11495e+03
121.90400 1.10819e+03
121.90500 1.10149e+03
121.90600 1.09486e+03
121.90700 1.08828e+03
121.90800 1.08177e+03
121.90900 1.07531e+03
121.91000 1.06891e+03
121.91100 1.06257e+03
121.91200 1.05628e+03
121.91300 1.05006e+03
121.91400 1.04388e+03
121.91500 1.03776e+03
121.91600 1.03170e+03
121.91700 1.02569e+03
121.91800 1.01973e+03
121.91900 1.01382e+03
121.92000 1.00797e+03
121.92100 1.00216e+03
121.92200 9.96411e+02
121.92300 9.90707e+02
121.92400 9.85052e+02
121.92500 9.79446e+02
121.92600 9.73888e+02
121.92700 9.68377e+02
121.92800 9.62914e+02
121.92900 9.57497e+02
121.93000 9.52125e+02
121.93100 9.46800e+02
121.93200 9.41519e+02
121.93300 9.36282e+02
121.93400 9.31089e+02
121.93500 9.25940e+02
121.93600 9.20833e+02
121.93700 9.15769e+02
121.93800 9.10747e+02
121.93900 9.05766e+02
121.94000 9.00826e+02
121.94100 8.95927e+02
121.94200 8.91068e+02
121.94300 8.86248e+02
121.94400 8.81468e+02
121.94500 8.76727e+02
121.94600 8.72024e+02
121.94700 8.67359e+02
121.94800 8.62731e+02
121.94900 8.58141e+02
121.95000 8.53588e+02
121.95100 8.49070e+02
121.95200 8.44589e+02
121.95300 8.40143e+02
121.95400 8.35733e+02
121.95500 8.31358e+02
121.95600 8.27016e+02
121.95700 8.22709e+02
121.95800 8.18436e+02
121.95900 8.14196e+02
121.96000 8.09990e+02
121.96100 8.05815e+02
121.96200 8.01674e+02
121.96300 7.97564e+02
121.96400 7.93486e+02
121.96500 7.89439e+02
121.96600 7.85424e+02
121.96700 7.81439e+02
121.96800 7.77485e+02
121.96900 7.73560e+02
121.97000 7.69666e+02
121.97100 7.65801e+02
121.97200 7.61965e+02
121.97300 7.58158e+02
121.97400 7.54379e+02
121.97500 7.50629e+02
121.97600 7.46907e+02
121.97700 7.43213e+02
121.97800 7.39546e+02
121.97900 7.35907e+02
121.98000 7.32294e+02
121.98100 7.28708e+02
121.98200 7.25149e+02
121.98300 7.21615e+02
121.98400 7.18108e+02
121.98500 7.14626e+02
121.98600 7.11170e+02
121.98700 7.07738e+02
121.98800 7.04332e+02
121.98900 7.00950e+02
121.99000 6.97593e+02
121.99100 6.94260e+02
121.99200 6.90950e+02
121.99300 6.87665e+02
121.99400 6.84403e+02
121.99500 6.81164e+02
121.99600 6.77948e+02
121.99700 6.74756e+02
121.99800 6.71585e+02
121.99900 6.68437e+02
122.00000 6.65312e+02
122.00100 6.62208e+02
122.00200 6.59126e+02
122.00300 6.56066e+02
122.00400 6.53027e+02
122.00500 6.50009e+02
122.00600 6.47012e+02
122.00700 6.44036e+02
122.00800 6.41080e+02
122.00900 6.38145e+02
122.01000 6.35230e+02
122.01100 6.32335e+02
122.01200 6.29460e+02
122.01300 6.26604e+02
122.01400 6.23768e+02
122.01500 6.20952e+02
122.01600 6.18154e+02
122.01700 6.15375e+02
122.01800 6.12616e+02
122.01900 6.09874e+02
122.02000 6.07152e+02
122.02100 6.04447e+02
122.02200 6.01760e+02
122.02300 5.99092e+02
122.02400 5.96441e+02
122.02500 5.93808e+02
122.02600 5.91192e+02
122.02700 5.88594e+02
122.02800 5.86013e+02
122.02900 5.83449e+02
122.03000 5.80902e+02
122.03100 5.78371e+02
122.03200 5.75857e+02
122.03300 5.73359e+02
122.03400 5.70878e+02
122.03500 5.68413e+02
122.03600 5.65964e+02
122.03700 5.63530e+02
122.03800 5.61113e+02
122.03900 5.58711e+02
122.04000 5.56324e+02
122.04100 5.53953e+02
122.04200 5.51597e+02
122.04300 5.49256e+02
122.04400 5.46930e+02
122.04500 5.44618e+02
122.04600 5.42322e+02
122.04700 5.40040e+02
122.04800 5.37772e+02
122.04900 5.35519e+02
122.05000 5.33280e+02
122.05100 5.31055e+02
122.05200 5.28843e+02
122.05300 5.26646e+02
122.05400 5.24463e+02
122.05500 5.22293e+02
122.05600 5.20136e+02
122.05700 5.17993e+02
122.05800 5.15863e+02
122.05900 5.13746e+02
122.06000 5.11643e+02
122.06100 5.09552e+02
122.06200 5.07474e+02
122.06300 5.05409e+02
122.06400 5.03357e+02
122.06500 5.01317e+02
122.06600 4.99289e+02
122.06700 4.97274e+02
122.06800 4.95271e+02
122.06900 4.93280e+02
122.07000 4.91301e+02
122.07100 4.89334e+02
122.07200 4.87379e+02
122.07300 4.85435e+02
122.07400 4.83503e+02
122.07500 4.81583e+02
122.07600 4.79674e+02
122.07700 4.77777e+02
122.07800 4.75891e+02
122.07900 4.74016e+02
122.08000 4.72152e+02
122.08100 4.70299e+02
122.08200 4.68457e+02
122.08300 4.66626e+02
122.08400 4.64806e+02
122.08500 4.62996e+02
122.08600 4.61197e+02
122.08700 4.59408e+02
122.08800 4.57630e+02
122.08900 4.55862e+02
122.09000 4.54105e+02
122.09100 4.52357e+02
122.09200 4.50620e+02
122.09300 4.48893e+02
122.09400 4.47175e+02
122.09500 4.45468e+02
122.09600 4.43770e+02
122.09700 4.42082e+02
122.09800 4.40404e+02
122.09900 4.38735e+02
122.10000 4.37076e+02
122.10100 4.35426e+02
122.10200 4.33785e+02
122.10300 4.32154e+02
122.10400 4.30532e+02
122.10500 4.28919e+02
122.10600 4.27315e+02
122.10700 4.25721e+02
122.10800 4.24135e+02
122.10900 4.22558e+02
122.11000 4.20990e+02
122.11100 4.19430e+02
122.11200 4.17879e+02
122.11300 4.16337e+02
122.11400 4.14803e+02
122.11500 4.13278e+02
122.11600 4.11762e+02
122.11700 4.10253e+02
122.11800 4.08753e+02
122.11900 4.07261e+02
122.12000 4.05778e+02
122.12100 4.04302e+02
