# R [arcsec], Z [arcsec], Temperature [K]
2.849971, 0.674295, 26.132123
2.853750, 0.699269, 22.429990
2.857035, 0.736730, 22.124847
2.858233, 0.511965, 14.544886
2.858255, 0.074922, 14.761220
2.864101, 0.874087, 24.241871
2.875871, 0.724243, 22.372698
2.878037, 0.511965, 14.624759
2.878197, 0.049948, 14.793948
2.879209, 0.686782, 22.779624
2.884004, 0.874087, 24.357975
2.891547, 0.686782, 23.133656
2.895831, 0.574400, 19.707372
2.897843, 0.511965, 14.581870
2.898141, 0.024974, 14.780382
2.903907, 0.849113, 24.394188
2.903971, 0.686782, 23.421222
2.909231, 0.861600, 22.406331
2.916890, 0.561913, 19.730455
2.917653, 0.511965, 14.345898
2.918085, 0.024974, 14.687619
2.923812, 0.849113, 24.147194
2.929499, 0.699269, 23.406512
2.931051, 0.874087, 22.380502
2.934754, 0.736730, 22.164220
2.937464, 0.511965, 14.363016
2.939052, 0.774191, 24.184004
2.942034, 0.699269, 23.330881
2.945375, 0.836626, 23.717409
2.951689, 0.162330, 19.489971
2.954651, 0.699269, 22.902015
2.955062, 0.524452, 14.507775
2.958450, 0.774191, 24.078974
2.959248, 0.786678, 21.768416
2.967011, 0.824139, 23.117990
2.971005, 0.162330, 19.531418
2.977856, 0.774191, 23.976560
2.979186, 0.811652, 21.218172
2.980241, 0.711756, 22.096925
2.989479, 0.924034, 22.990342
2.989479, 0.449530, 14.593900
2.997270, 0.774191, 23.799700
2.999124, 0.811652, 20.724227
3.009216, 0.449530, 14.610814
3.009216, 0.924034, 22.247981
3.019064, 0.836626, 20.161340
3.024814, 0.124870, 19.809516
3.028957, 0.924034, 21.320439
3.028957, 0.449530, 14.544246
3.030222, 0.611861, 22.343716
3.039004, 0.836626, 19.661527
3.044191, 0.124870, 19.502594
3.048702, 0.924034, 20.306472
3.051142, 0.699269, 19.166219
3.053162, 0.624348, 21.354869
3.063576, 0.099896, 19.061182
3.064773, 0.636835, 19.572145
3.068450, 0.924034, 19.291150
3.071634, 0.711756, 18.861831
3.086349, 0.649322, 19.453761
3.092210, 0.724243, 18.520894
3.107994, 0.661808, 19.299913
3.115419, 0.799165, 19.022032
3.117566, 0.649322, 18.262640
3.132849, 0.437043, 14.309351
3.134451, 0.811652, 18.705506
3.137518, 0.649322, 18.067550
3.153583, 0.824139, 18.291563
3.153583, 0.424556, 13.894468
3.157470, 0.649322, 17.886565
3.170704, 0.911548, 17.891763
3.172813, 0.412069, 13.482767
3.179776, 0.611861, 12.550884
3.192141, 0.374609, 13.099178
3.195230, 0.536939, 17.592791
3.200469, 0.736730, 15.658264
3.201899, 0.624348, 12.242326
3.211563, 0.362122, 12.797047
3.215073, 0.536939, 17.231325
3.219407, 0.636835, 11.840091
3.223670, 0.187304, 18.607296
3.223733, 0.174817, 18.680153
3.227124, 0.761704, 16.014492
3.231079, 0.324661, 12.883635
3.237029, 0.549426, 16.631063
3.243546, 0.474504, 21.252715
3.243870, 0.661808, 11.296769
3.246649, 0.761704, 16.226650
3.249316, 0.199791, 18.639706
3.249499, 0.212278, 18.988872
3.256863, 0.549426, 15.916460
3.262521, 0.212278, 19.291211
3.263035, 0.224765, 19.459976
3.263662, 0.686782, 10.796802
3.275154, 0.699269, 16.740238
3.279389, 0.287200, 17.251281
3.282316, 0.474504, 20.231767
3.283457, 0.711756, 10.218627
3.288776, 0.237252, 19.281986
3.289528, 0.249739, 18.905565
3.290487, 0.262226, 18.192392
3.293021, 0.312174, 16.848289
3.295123, 0.699269, 16.374317
3.296381, 0.624348, 15.338416
3.308634, 0.424556, 14.867947
3.315092, 0.699269, 15.975059
3.318917, 0.611861, 15.045037
3.326804, 0.412069, 14.619220
3.333389, 0.274713, 14.248371
3.336023, 0.711756, 15.746789
3.342095, 0.274713, 18.532216
3.351498, 0.462017, 15.654646
3.354159, 0.312174, 13.733399
3.356671, 0.274713, 18.333739
3.372026, 0.449530, 15.490662
3.375952, 0.312174, 13.223085
3.392014, 0.449530, 15.259675
3.398051, 0.287200, 12.707306
3.412003, 0.449530, 15.030100
3.416902, 0.274713, 12.226820
3.431991, 0.449530, 14.804096
3.435848, 0.262226, 11.867386
3.453271, 0.399582, 14.621565
3.455814, 0.262226, 11.439362
3.472570, 0.387096, 14.652858
3.474858, 0.274713, 10.929306
3.492556, 0.387096, 14.778321
3.495747, 0.287200, 10.384854
3.511430, 0.212278, 14.884048
3.511946, 0.249739, 9.905161
3.549582, 0.387096, 14.049243
3.562701, 0.486991, 14.887739
3.569024, 0.387096, 14.212705
3.584069, 0.474504, 14.816269
3.585846, 0.611861, 13.091947
3.592394, 0.399582, 14.070822
3.603991, 0.474504, 14.536818
3.604759, 0.611861, 13.466897
3.607927, 0.412069, 13.598220
3.620861, 0.312174, 16.631436
3.622490, 0.486991, 13.999823
3.631266, 0.424556, 13.074308
3.633109, 0.374609, 13.460206
3.633109, 0.649322, 12.297621
3.638713, 0.337148, 16.948775
3.651871, 0.624348, 12.376159
3.653092, 0.399582, 12.909179
3.656587, 0.337148, 17.004493
3.671861, 0.624348, 12.433565
3.672080, 0.424556, 15.488438
3.672430, 0.412069, 12.470267
3.674484, 0.337148, 16.595318
3.685032, 0.349635, 15.736579
3.689359, 0.449530, 15.330709
3.690080, 0.449530, 15.944802
3.691851, 0.624348, 12.455394
3.691851, 0.424556, 12.110346
3.703007, 0.349635, 14.873796
3.710575, 0.324661, 13.163310
3.711352, 0.636835, 12.556406
3.721003, 0.349635, 13.959959
3.792978, 0.649322, 11.872990
3.798921, 0.074922, 12.852519
3.932872, 0.099896, 9.520572
