# Columns are: wavelength (microns), kappa ext (cm^2 g^-1),  kappa abs (cm^2 g^-1), kappa sca (cm^2 g^-1), albedo, <cos>
 # Note that the opacities are per gram of dust
 0.100000E-01  0.161060E+05  0.856354E+04  0.754244E+04      0.468300      0.997388
 0.106543E-01  0.164291E+05  0.871038E+04  0.771869E+04      0.469819      0.996873
 0.113513E-01  0.166914E+05  0.908081E+04  0.761055E+04      0.455958      0.996591
 0.120940E-01  0.154078E+05  0.875253E+04  0.665529E+04      0.431942      0.997352
 0.128853E-01  0.160041E+05  0.874076E+04  0.726331E+04      0.453841      0.996288
 0.137283E-01  0.163851E+05  0.888815E+04  0.749695E+04      0.457547      0.995451
 0.146265E-01  0.169379E+05  0.918723E+04  0.775063E+04      0.457592      0.994370
 0.155834E-01  0.173989E+05  0.948982E+04  0.790913E+04      0.454575      0.993278
 0.166030E-01  0.178562E+05  0.979714E+04  0.805906E+04      0.451331      0.992019
 0.176892E-01  0.182190E+05  0.101213E+05  0.809773E+04      0.444466      0.990892
 0.188466E-01  0.186663E+05  0.103555E+05  0.831078E+04      0.445230      0.989043
 0.200796E-01  0.190832E+05  0.108414E+05  0.824186E+04      0.431890      0.987984
 0.213933E-01  0.193276E+05  0.109199E+05  0.840770E+04      0.435009      0.985851
 0.227930E-01  0.206481E+05  0.122043E+05  0.844373E+04      0.408936      0.984398
 0.242843E-01  0.190466E+05  0.110370E+05  0.800964E+04      0.420529      0.984387
 0.258731E-01  0.196413E+05  0.112700E+05  0.837133E+04      0.426210      0.980643
 0.275659E-01  0.201581E+05  0.115932E+05  0.856491E+04      0.424886      0.977326
 0.293694E-01  0.207306E+05  0.119503E+05  0.878024E+04      0.423541      0.973434
 0.312909E-01  0.212984E+05  0.123642E+05  0.893419E+04      0.419477      0.969620
 0.333381E-01  0.218430E+05  0.128020E+05  0.904102E+04      0.413909      0.965931
 0.355193E-01  0.220313E+05  0.129531E+05  0.907829E+04      0.412062      0.962703
 0.378432E-01  0.226478E+05  0.132434E+05  0.940433E+04      0.415243      0.955432
 0.403191E-01  0.232847E+05  0.135723E+05  0.971238E+04      0.417115      0.947313
 0.429570E-01  0.242518E+05  0.141039E+05  0.101479E+05      0.418439      0.936411
 0.457675E-01  0.252953E+05  0.148736E+05  0.104218E+05      0.412004      0.927422
 0.487619E-01  0.262248E+05  0.155998E+05  0.106250E+05      0.405150      0.919212
