# Columns are: wavelength (microns), kappa ext (cm^2 g^-1),  kappa abs (cm^2 g^-1), kappa sca (cm^2 g^-1), albedo, <cos>
 # Note that the opacities are per gram of dust
 0.100000E-01  0.359824E+05  0.210945E+05  0.148878E+05      0.413753      0.996805
 0.106543E-01  0.366824E+05  0.213751E+05  0.153073E+05      0.417293      0.996216
 0.113513E-01  0.371987E+05  0.223340E+05  0.148648E+05      0.399604      0.995954
 0.120940E-01  0.329191E+05  0.210813E+05  0.118378E+05      0.359603      0.997107
 0.128853E-01  0.344645E+05  0.208815E+05  0.135830E+05      0.394116      0.995872
 0.137283E-01  0.353390E+05  0.211463E+05  0.141927E+05      0.401615      0.994978
 0.146265E-01  0.367424E+05  0.218751E+05  0.148673E+05      0.404637      0.993816
 0.155834E-01  0.378598E+05  0.226037E+05  0.152561E+05      0.402963      0.992696
 0.166030E-01  0.389633E+05  0.233430E+05  0.156203E+05      0.400898      0.991426
 0.176892E-01  0.397768E+05  0.241240E+05  0.156528E+05      0.393516      0.990393
 0.188466E-01  0.408407E+05  0.246301E+05  0.162106E+05      0.396923      0.988518
 0.200796E-01  0.418108E+05  0.258817E+05  0.159292E+05      0.380982      0.987725
 0.213933E-01  0.422505E+05  0.259064E+05  0.163441E+05      0.386838      0.985660
 0.227930E-01  0.460051E+05  0.296019E+05  0.164032E+05      0.356552      0.984524
 0.242843E-01  0.407149E+05  0.257253E+05  0.149896E+05      0.368160      0.985350
 0.258731E-01  0.422110E+05  0.262078E+05  0.160031E+05      0.379122      0.981499
 0.275659E-01  0.434492E+05  0.269267E+05  0.165225E+05      0.380273      0.978253
 0.293694E-01  0.448550E+05  0.277376E+05  0.171174E+05      0.381616      0.974316
 0.312909E-01  0.462483E+05  0.286880E+05  0.175603E+05      0.379697      0.970393
 0.333381E-01  0.476064E+05  0.296651E+05  0.179412E+05      0.376866      0.966266
 0.355193E-01  0.489458E+05  0.306583E+05  0.182875E+05      0.373627      0.961861
 0.378432E-01  0.502827E+05  0.316513E+05  0.186314E+05      0.370533      0.957027
 0.403191E-01  0.517086E+05  0.326061E+05  0.191025E+05      0.369425      0.950996
 0.429570E-01  0.539973E+05  0.341365E+05  0.198608E+05      0.367811      0.943074
 0.457675E-01  0.562443E+05  0.359494E+05  0.202950E+05      0.360836      0.936814
 0.487619E-01  0.580374E+05  0.374658E+05  0.205716E+05      0.354455      0.930955
 0.519522E-01  0.596475E+05  0.387721E+05  0.208754E+05      0.349979      0.924243
 0.553512E-01  0.616823E+05  0.400886E+05  0.215937E+05      0.350080      0.913625
 0.589726E-01  0.658333E+05  0.425909E+05  0.232424E+05      0.353049      0.896142
 0.628309E-01  0.723669E+05  0.470911E+05  0.252758E+05      0.349273      0.878722
 0.669417E-01  0.786848E+05  0.517826E+05  0.269022E+05      0.341898      0.866731
 0.713214E-01  0.835445E+05  0.555021E+05  0.280424E+05      0.335658      0.859500
 0.759877E-01  0.859370E+05  0.573393E+05  0.285978E+05      0.332776      0.856475
 0.809592E-01  0.844995E+05  0.564320E+05  0.280674E+05      0.332161      0.860357
 0.862560E-01  0.817746E+05  0.548600E+05  0.269146E+05      0.329132      0.863475
 0.918994E-01  0.817844E+05  0.545624E+05  0.272220E+05      0.332851      0.856217
 0.979120E-01  0.798728E+05  0.524285E+05  0.274443E+05      0.343600      0.852647
 0.104318E+00  0.762001E+05  0.490568E+05  0.271433E+05      0.356211      0.853184
 0.111143E+00  0.716888E+05  0.455481E+05  0.261407E+05      0.364642      0.858027
 0.118415E+00  0.679936E+05  0.426280E+05  0.253656E+05      0.373058      0.860217
 0.126162E+00  0.647435E+05  0.399468E+05  0.247968E+05      0.383000      0.860645
